Title,Year,Type,Genres,Platform,Rating,Language
Mauli Story 55,2024,TV Series,"History, Action",Planet Marathi,6.3,Marathi
Pushpa Origin 99,2006,TV Series,"Crime, History, Biography",Theatrical,4.2,Telugu
Ladhai Legacy 80,2009,TV Series,Horror,Netflix,5.6,Marathi
Secret Part 1 30,1992,TV Series,Romance,Hulu,6.1,English
Dharma Rebirth 59,2022,Movie,Sci-Fi,Netflix,4.3,Kannada
Preethi Origin 8,2003,TV Series,Sci-Fi,Disney+,8.6,Kannada
Simha Story 24,2011,TV Series,"Biography, Horror, Action",Theatrical,7.6,Kannada
Nayakan Rebirth 48,2012,TV Series,"Comedy, Action, Fantasy",Netflix,4.9,Tamil
Rise of Part 1 60,2021,TV Series,"Drama, Crime",Planet Marathi,4.7,English
Ammayum Forever 48,2024,Movie,"Mystery, Sci-Fi, Action",Apple TV+,4.5,Malayalam
Dharma Rebirth 83,2026,TV Series,Crime,MX Player,0.0,Telugu
Pushpa Chronicles 66,1993,Movie,"Sci-Fi, Romance, Horror",MX Player,4.6,Telugu
Thalaiva Story 40,2025,TV Series,"Fantasy, Drama, Sci-Fi",Hulu,0.0,Tamil
Kadhal Forever 58,2020,TV Series,"Thriller, Crime, Sci-Fi",Theatrical,7.7,Tamil
Yuddha Forever 22,2026,Movie,"Comedy, Crime",Theatrical,0.0,Kannada
Prem Forever 34,2010,TV Series,Mystery,Amazon Prime,5.4,Hindi
Katha Evolution 82,2003,TV Series,Thriller,Disney+,5.0,Malayalam
Simham Part 1 94,2014,Movie,"Crime, Fantasy, Drama",Planet Marathi,4.9,Telugu
Yuddham Part 2 44,2020,Movie,"Sci-Fi, Thriller",HBO Max,6.6,Telugu
Singam Chronicles 42,1994,TV Series,"Fantasy, History, Crime",Hulu,6.2,Tamil
Baba Chronicles 69,1997,TV Series,Comedy,Disney+,4.1,Marathi
Safar Forever 8,2017,Movie,Fantasy,Hulu,5.8,Hindi
Vikrama Origin 71,2001,Movie,Horror,Apple TV+,8.0,Kannada
Kantara Story 22,2011,TV Series,"Mystery, Romance, History",Theatrical,7.9,Kannada
Kadhal Part 2 30,2012,Movie,"Horror, Romance, Animation",Amazon Prime,5.4,Tamil
Katha Forever 97,2024,TV Series,"Thriller, Action",Apple TV+,4.8,Malayalam
Nayakudu Part 1 23,1994,Movie,"History, Drama",Planet Marathi,8.8,Telugu
Dil Origin 32,1997,TV Series,"Horror, Crime, Animation",Theatrical,5.3,Hindi
Dharma Evolution 84,2018,Movie,"Crime, Fantasy, Animation",Planet Marathi,6.7,Kannada
Asuran Returns 1,2007,TV Series,"Drama, Action",SonyLIV,7.0,Tamil
Sankranti Origin 90,2026,TV Series,Drama,SonyLIV,0.0,Kannada
Journey to Returns 90,2020,TV Series,"Romance, Sci-Fi, Drama",MX Player,5.4,English
Raaz Evolution 2,2016,Movie,"Sci-Fi, Drama, History",MX Player,8.2,Hindi
Asuran Origin 98,2026,Movie,"Comedy, Crime",SonyLIV,0.0,Tamil
Raaz Part 2 66,2013,TV Series,"Romance, Action, Thriller",Apple TV+,5.5,Hindi
Prema Part 1 56,1991,TV Series,"Comedy, Crime, Sci-Fi",Theatrical,4.5,Telugu
Mauli Story 63,1997,TV Series,"Thriller, Sci-Fi",Amazon Prime,4.7,Marathi
Katha Rebirth 1,2011,Movie,"Mystery, Animation, Comedy",Amazon Prime,4.7,Marathi
Aai Origin 72,1994,TV Series,Sci-Fi,Hulu,8.7,Marathi
Beyond the Rebirth 62,1999,Movie,"Action, Crime",MX Player,5.0,English
Nayak Chronicles 86,2025,Movie,Crime,Theatrical,0.0,Kannada
Legacy of Origin 77,2008,Movie,"Biography, Crime, Action",Apple TV+,9.0,English
Pushpa Forever 12,2010,Movie,"Action, Horror, Crime",Netflix,6.1,Telugu
Premachi Forever 31,2026,TV Series,Fantasy,Netflix,0.0,Marathi
Vikram Part 2 85,1995,TV Series,"Drama, Mystery, Fantasy",Hulu,5.1,Telugu
Puli Story 34,1990,TV Series,"Sci-Fi, Mystery",Netflix,8.4,Tamil
Beyond the Rebirth 59,2009,Movie,Sci-Fi,Theatrical,8.2,English
Vikram Origin 63,2016,TV Series,Thriller,Hulu,6.0,Telugu
Goshta Forever 20,2017,Movie,"Comedy, Fantasy, Animation",HBO Max,9.1,Marathi
Vikrama Rebirth 77,1994,TV Series,Action,Netflix,5.5,Kannada
Prem Legacy 46,1997,Movie,Sci-Fi,HBO Max,5.0,Hindi
Raaz Origin 42,1994,TV Series,History,Netflix,8.0,Hindi
Raju Evolution 18,2001,TV Series,"History, Biography",HBO Max,9.5,Telugu
Drishyam Rebirth 2,2002,TV Series,"Mystery, Romance",Apple TV+,7.0,Malayalam
Puli Evolution 67,2020,TV Series,"Fantasy, Horror, Action",SonyLIV,6.6,Tamil
War for Legacy 47,2008,Movie,Comedy,Netflix,7.6,English
Baba Story 27,2005,Movie,"Drama, Action, Fantasy",Disney+,5.9,Marathi
Ladhai Origin 74,2007,TV Series,"Romance, Thriller",Hulu,9.3,Marathi
The Last Legacy 58,2025,TV Series,"Sci-Fi, Crime, Drama",Amazon Prime,0.0,English
War for Forever 84,2007,TV Series,"Animation, Thriller, Horror",MX Player,4.3,English
Simham Story 20,2001,Movie,"Drama, Crime, Comedy",SonyLIV,8.5,Telugu
Dost Part 2 17,1993,Movie,Comedy,SonyLIV,7.4,Hindi
Achanum Legacy 55,2013,Movie,Action,Disney+,4.6,Malayalam
Premachi Part 1 12,2003,TV Series,"Mystery, Sci-Fi",MX Player,4.9,Marathi
Singam Forever 13,2019,TV Series,Mystery,Disney+,9.0,Tamil
Yuddha Returns 37,1996,Movie,"Horror, Sci-Fi, Crime",Disney+,6.0,Kannada
Dost Returns 21,2006,TV Series,"Mystery, Biography",Apple TV+,8.4,Hindi
Prema Evolution 76,2004,Movie,"Sci-Fi, Drama",MX Player,5.8,Telugu
Kahaani Rebirth 45,1991,TV Series,"Action, Biography, Fantasy",SonyLIV,8.3,Hindi
Safar Evolution 33,2022,TV Series,"Thriller, Romance",MX Player,4.8,Hindi
Nayak Part 1 59,2014,Movie,Mystery,Netflix,6.4,Kannada
Manjummel Boys,2024,Movie,"Adventure, Drama, Thriller",Theatrical,8.3,Malayalam
Secret Part 1 8,2018,TV Series,Animation,MX Player,7.9,English
Safar Forever 87,2007,TV Series,"Mystery, Thriller, Drama",SonyLIV,8.9,Hindi
Rise of Returns 47,2004,Movie,"Sci-Fi, Animation, Romance",Apple TV+,6.4,English
Aai Origin 59,2018,Movie,"Sci-Fi, Drama, Fantasy",Theatrical,8.3,Marathi
Vikram Origin 8,2004,TV Series,"Crime, Animation, Sci-Fi",HBO Max,7.9,Telugu
Kantara Story 82,1995,Movie,"Fantasy, Drama",Hulu,7.2,Kannada
Simha Rebirth 3,2010,TV Series,"Drama, Romance, Thriller",Amazon Prime,9.1,Kannada
Ammayum Forever 84,2002,TV Series,"Fantasy, Action, Animation",Planet Marathi,7.2,Malayalam
Dil Chronicles 92,2011,Movie,Horror,Hulu,7.8,Hindi
Aai Origin 12,2023,Movie,Sci-Fi,SonyLIV,7.9,Marathi
Jung Rebirth 13,2006,Movie,"Drama, Mystery, Sci-Fi",HBO Max,9.4,Hindi
Lost in Rebirth 58,1999,Movie,"Animation, Thriller",SonyLIV,8.5,English
Pranayam Chronicles 69,1991,Movie,"Horror, Action, Mystery",Amazon Prime,8.7,Malayalam
Premachi Returns 66,2025,TV Series,Sci-Fi,Theatrical,0.0,Marathi
Vikram Evolution 18,2011,TV Series,"Thriller, Animation, Drama",Netflix,8.5,Telugu
Sankranthi Forever 38,2024,Movie,"Comedy, Romance",Apple TV+,4.6,Telugu
Sankranthi Origin 5,2013,TV Series,"Thriller, Fantasy",Hulu,8.4,Telugu
Katha Part 1 66,2026,Movie,Mystery,Netflix,0.0,Malayalam
Shadow of Evolution 82,2000,TV Series,"Action, Drama",HBO Max,6.3,English
Sankranthi Part 1 98,2001,Movie,Crime,MX Player,7.1,Telugu
Mauli Returns 12,1999,TV Series,Drama,MX Player,5.4,Marathi
Maitri Rebirth 27,2020,Movie,"Action, Drama, Comedy",MX Player,6.4,Marathi
Vat Returns 69,2013,TV Series,"Comedy, Biography, History",Amazon Prime,8.5,Marathi
Veeram Story 90,1994,Movie,"Mystery, Horror",Apple TV+,6.1,Tamil
Sarkar Chronicles 68,2004,Movie,"Fantasy, Action",SonyLIV,8.7,Tamil
The Last Chronicles 60,2013,Movie,"Biography, Sci-Fi, Romance",MX Player,4.2,English
Jung Origin 39,2001,Movie,"Animation, Sci-Fi",Hulu,7.2,Hindi
Vikram Origin 78,2004,Movie,Sci-Fi,SonyLIV,7.8,Telugu
Simha Story 23,2006,Movie,Romance,MX Player,9.0,Kannada
Safar Legacy 19,2025,Movie,"Action, Comedy",MX Player,0.0,Hindi
Thalaiva Chronicles 28,2016,Movie,"Fantasy, History",Amazon Prime,6.3,Tamil
Dharma Evolution 9,2022,TV Series,"Mystery, Biography",Apple TV+,4.0,Kannada
Legacy of Part 2 66,2021,Movie,Thriller,SonyLIV,4.5,English
Raja Part 1 2,2021,Movie,"Action, Thriller",MX Player,9.2,Kannada
Beyond the Chronicles 61,1995,TV Series,"Horror, Sci-Fi",Theatrical,7.6,English
Pushpa Part 2 30,2016,Movie,Comedy,MX Player,8.3,Telugu
Aai Chronicles 92,2023,TV Series,"Action, Mystery, Comedy",HBO Max,6.8,Marathi
Sarkar Legacy 92,2015,Movie,Fantasy,Netflix,7.4,Tamil
Prem Chronicles 15,2021,Movie,Animation,Netflix,4.7,Hindi
Pranayam Rebirth 48,2024,TV Series,Animation,Netflix,5.9,Malayalam
Vetrimaran Rebirth 60,1990,Movie,"Fantasy, Romance",HBO Max,8.6,Tamil
Safar Forever 77,2007,Movie,"History, Drama, Biography",Hulu,6.2,Hindi
Yathra Legacy 51,1994,TV Series,"Action, Thriller, Romance",Disney+,9.3,Malayalam
Dil Chronicles 34,2006,Movie,Biography,SonyLIV,7.7,Hindi
Sankranti Returns 13,2017,TV Series,"History, Fantasy",SonyLIV,7.8,Kannada
Vikrama Forever 32,1991,TV Series,"Fantasy, Horror, Romance",HBO Max,5.0,Kannada
Achanum Forever 64,2023,TV Series,Thriller,Planet Marathi,6.9,Malayalam
Anbu Chronicles 56,2026,Movie,"Mystery, Crime",SonyLIV,0.0,Tamil
Empire of Origin 62,2011,TV Series,"Thriller, Crime, Biography",Theatrical,9.1,English
Achanum Story 92,2002,TV Series,"Biography, Romance",Hulu,8.8,Malayalam
Beyond the Chronicles 76,1998,TV Series,"Animation, Comedy",SonyLIV,7.9,English
Katha Forever 69,2005,TV Series,"Horror, Thriller",Apple TV+,5.8,Malayalam
Aai Part 1 77,2025,Movie,"Sci-Fi, Comedy, Biography",Theatrical,0.0,Marathi
Katha Forever 18,1990,TV Series,Romance,MX Player,5.6,Malayalam
Pushpa Returns 61,2007,Movie,Horror,Planet Marathi,4.6,Telugu
Swapna Legacy 68,2003,Movie,"Thriller, Sci-Fi, Comedy",SonyLIV,5.1,Marathi
Prema Origin 90,1991,TV Series,"Crime, Mystery, Romance",SonyLIV,5.2,Telugu
Prem Chronicles 35,2019,TV Series,"Horror, Thriller",Hulu,4.3,Hindi
Baahubali Returns 97,1999,TV Series,Action,SonyLIV,4.7,Telugu
Beyond the Returns 50,2006,Movie,"Drama, Comedy",Theatrical,6.9,English
Legacy of Story 100,2023,Movie,"Animation, Comedy",Netflix,8.8,English
Thalaiva Part 1 70,1993,TV Series,Animation,Amazon Prime,7.1,Tamil
Premachi Forever 83,1993,TV Series,"Comedy, Mystery",SonyLIV,8.4,Marathi
Katha Chronicles 5,2004,Movie,Comedy,Netflix,4.1,Marathi
Dharma Legacy 72,1997,Movie,"Animation, Horror",SonyLIV,6.1,Kannada
Nayakudu Forever 3,2003,TV Series,"Crime, Horror",Planet Marathi,5.7,Telugu
Beyond the Returns 12,2017,TV Series,History,Amazon Prime,5.7,English
Vikrama Returns 48,2001,TV Series,"Crime, Horror, History",Amazon Prime,4.7,Kannada
Achanum Rebirth 73,2000,TV Series,"Action, Animation, Sci-Fi",HBO Max,6.8,Malayalam
Puli Legacy 88,2026,Movie,"Animation, Biography",Theatrical,0.0,Tamil
Nayakan Legacy 44,2003,Movie,"Fantasy, Action",Apple TV+,7.6,Tamil
Vikrama Origin 47,2007,TV Series,"Action, History",Planet Marathi,9.3,Kannada
Yathra Part 1 75,2009,Movie,"Horror, Animation",Apple TV+,5.2,Malayalam
Lost in Part 2 44,2001,Movie,"Thriller, Comedy",HBO Max,8.5,English
Jung Chronicles 61,2004,TV Series,"Fantasy, Crime",HBO Max,4.4,Hindi
Baba Returns 66,2003,Movie,"Sci-Fi, Crime, Action",HBO Max,7.2,Marathi
Pushpa Rebirth 69,2011,Movie,"History, Crime",Planet Marathi,4.0,Telugu
Nayak Part 1 96,2020,Movie,Comedy,Theatrical,5.6,Kannada
Premam Legacy 84,2021,Movie,"Mystery, Animation, Action",Apple TV+,8.5,Malayalam
Beyond the Legacy 37,2011,Movie,Crime,Planet Marathi,4.8,English
Goshta Story 58,2005,TV Series,"Thriller, Animation",Planet Marathi,7.1,Marathi
Kantara Part 1 95,2007,TV Series,"Fantasy, Comedy",HBO Max,6.0,Kannada
War for Chronicles 96,2010,Movie,"History, Fantasy, Animation",Amazon Prime,8.1,English
Katha Story 79,2006,TV Series,Mystery,Apple TV+,6.8,Marathi
Goshta Chronicles 78,2017,Movie,History,Apple TV+,4.4,Marathi
Yuddham Chronicles 65,2007,TV Series,"Comedy, Biography",Theatrical,7.1,Telugu
Aai Part 1 76,1996,TV Series,Drama,HBO Max,5.2,Marathi
Snehithan Forever 59,2020,TV Series,Crime,MX Player,5.8,Malayalam
Nayak Origin 73,2021,TV Series,Animation,Theatrical,8.4,Kannada
Pranayam Part 1 100,2004,Movie,Romance,Hulu,7.4,Malayalam
Beyond the Rebirth 6,2013,Movie,Mystery,Theatrical,8.0,English
Simham Part 2 15,2022,Movie,"Action, Animation",Apple TV+,5.2,Telugu
Preethi Chronicles 49,2019,Movie,"Crime, Drama, Comedy",Apple TV+,7.3,Kannada
Yathra Returns 1,2022,TV Series,"Crime, Animation",Apple TV+,4.6,Malayalam
Vat Returns 67,2026,Movie,Action,Hulu,0.0,Marathi
Baba Chronicles 14,2004,TV Series,"Romance, Mystery",Planet Marathi,4.8,Marathi
Vikrama Returns 93,2000,Movie,Thriller,HBO Max,7.8,Kannada
Shadow of Legacy 72,2017,TV Series,Animation,Apple TV+,8.6,English
Katha Rebirth 82,2004,TV Series,Horror,SonyLIV,7.4,Marathi
Vat Part 1 56,1991,TV Series,"Drama, Horror, Biography",Netflix,4.5,Marathi
KGF Returns 65,2011,Movie,"History, Comedy, Biography",Theatrical,6.9,Kannada
Jung Evolution 77,2009,Movie,"Drama, Animation, Thriller",Theatrical,4.0,Hindi
KGF Evolution 77,1993,Movie,Romance,MX Player,9.2,Kannada
Rise of Rebirth 68,2004,TV Series,"Romance, Drama",SonyLIV,8.3,English
Dost Rebirth 17,1994,TV Series,"Sci-Fi, Action",HBO Max,4.6,Hindi
Baahubali Returns 17,2006,TV Series,"Fantasy, Crime",Netflix,8.9,Telugu
Rise of Legacy 13,2020,TV Series,"Romance, Sci-Fi, Crime",HBO Max,5.2,English
Apna Returns 5,2019,TV Series,Romance,Theatrical,9.2,Hindi
Nayakudu Returns 32,2013,Movie,Comedy,MX Player,4.8,Telugu
Dharma Forever 94,1992,TV Series,"History, Horror, Comedy",Netflix,7.0,Telugu
Sarkar Story 25,2003,TV Series,Romance,Theatrical,5.1,Tamil
The Last Rebirth 30,2006,TV Series,"Drama, Mystery",Amazon Prime,5.4,English
Dharma Origin 64,2015,Movie,"History, Action",SonyLIV,4.3,Kannada
Lost in Forever 35,2005,Movie,Animation,HBO Max,7.8,English
Raju Origin 70,1999,TV Series,Sci-Fi,MX Player,7.7,Telugu
Sankranti Origin 79,2000,TV Series,"Drama, Comedy, Fantasy",Apple TV+,6.5,Kannada
Swapna Evolution 3,2004,TV Series,"Animation, Fantasy, Drama",SonyLIV,5.9,Marathi
Snehithan Chronicles 98,2003,Movie,"Mystery, Crime",Disney+,8.4,Malayalam
Veedu Evolution 91,2021,TV Series,"History, Sci-Fi",MX Player,8.7,Malayalam
Aai Part 2 26,2020,TV Series,"Animation, Romance, Crime",Hulu,9.1,Marathi
Secret Story 61,1996,TV Series,"Fantasy, Biography",Theatrical,7.2,English
Drishyam Evolution 13,2007,TV Series,Fantasy,Netflix,4.9,Malayalam
Kantara Part 1 41,1996,Movie,"Animation, Fantasy, Crime",Hulu,8.8,Kannada
Nayakan Evolution 98,2007,Movie,"History, Mystery",MX Player,8.0,Tamil
Nayakudu Origin 46,2022,Movie,Animation,MX Player,6.9,Telugu
Legacy of Part 2 20,1990,TV Series,"Thriller, Romance, Comedy",SonyLIV,4.4,English
Vat Origin 32,2000,Movie,History,Hulu,5.1,Marathi
Secret Evolution 16,2013,Movie,"Comedy, Drama",Planet Marathi,6.4,English
Simham Part 1 74,2001,Movie,"Sci-Fi, Animation",Apple TV+,7.7,Telugu
Vat Forever 33,2026,TV Series,"Horror, History, Romance",Apple TV+,0.0,Marathi
Asuran Forever 83,2023,TV Series,"Mystery, Thriller",Hulu,9.4,Tamil
Lost in Returns 50,2023,TV Series,Sci-Fi,SonyLIV,5.9,English
Ladhai Part 1 26,1999,Movie,"Biography, Thriller, Drama",Apple TV+,4.4,Marathi
Journey to Forever 30,2022,Movie,"Crime, Romance, Comedy",Hulu,4.2,English
Kadhal Rebirth 41,1997,TV Series,"Drama, Mystery, Romance",Disney+,6.7,Tamil
Nayakudu Returns 21,2007,Movie,"Thriller, Action",Planet Marathi,6.4,Telugu
Pushpa Legacy 46,2010,Movie,"Horror, Biography, History",Amazon Prime,4.3,Telugu
Vikrama Story 43,2021,TV Series,"Animation, Comedy, Biography",Apple TV+,9.0,Kannada
Veeram Origin 95,2018,TV Series,Drama,Apple TV+,8.2,Tamil
Veeram Part 1 56,2010,Movie,"Thriller, Drama",Netflix,8.4,Tamil
Puli Story 89,1993,Movie,"Crime, Horror",Planet Marathi,4.3,Tamil
Drishyam Rebirth 84,2007,Movie,"Horror, Animation, Mystery",Planet Marathi,6.8,Malayalam
Empire of Rebirth 89,2022,TV Series,History,Amazon Prime,8.2,English
Drishyam Part 1 60,2009,TV Series,"Mystery, Thriller",Apple TV+,7.0,Malayalam
Beyond the Evolution 5,2012,TV Series,"Crime, Romance, Biography",SonyLIV,8.5,English
Yathra Story 24,2005,TV Series,"Sci-Fi, Biography, History",HBO Max,7.2,Malayalam
Yathra Part 2 21,1997,Movie,"Thriller, History",Apple TV+,5.4,Malayalam
Dharma Part 1 55,2023,Movie,Fantasy,Hulu,8.9,Kannada
Puli Chronicles 93,2021,TV Series,Comedy,Hulu,6.5,Tamil
Drishyam Origin 35,2020,TV Series,Drama,Disney+,7.3,Malayalam
Sankranti Rebirth 41,2025,Movie,Fantasy,Apple TV+,0.0,Kannada
Swapna Rebirth 76,2005,Movie,Romance,Hulu,8.9,Marathi
Veeram Legacy 85,1997,TV Series,"Comedy, Horror, Biography",HBO Max,7.2,Tamil
Swapna Chronicles 55,2010,TV Series,"Mystery, Sci-Fi, Comedy",Planet Marathi,8.5,Marathi
Pranayam Forever 71,2016,TV Series,Biography,Disney+,5.7,Malayalam
Asuran Origin 52,2025,Movie,"Biography, Comedy",Hulu,0.0,Tamil
Kadhal Part 1 94,2020,TV Series,"Animation, Romance, Sci-Fi",Disney+,5.6,Tamil
Baba Returns 98,2005,Movie,"Comedy, Mystery, Action",MX Player,6.6,Marathi
Goshta Legacy 75,2008,TV Series,Mystery,Planet Marathi,7.8,Marathi
Vikram Origin 87,2018,Movie,"Crime, Action",SonyLIV,8.3,Telugu
Orma Legacy 46,2018,TV Series,Romance,Theatrical,6.9,Malayalam
Asuran Returns 82,1997,TV Series,"Romance, Animation, Thriller",Hulu,8.0,Tamil
Raju Origin 21,1994,Movie,Fantasy,Amazon Prime,9.0,Telugu
Swapna Part 1 22,2004,Movie,Biography,HBO Max,4.4,Marathi
Preethi Part 1 38,1993,TV Series,"Mystery, Fantasy, Sci-Fi",Apple TV+,4.4,Kannada
Beyond the Evolution 74,2019,TV Series,Romance,HBO Max,8.5,English
Kadhal Rebirth 85,2002,TV Series,Romance,Planet Marathi,5.4,Tamil
Pranayam Forever 89,2011,TV Series,"History, Action",Hulu,6.3,Malayalam
Ladhai Rebirth 45,1995,TV Series,"Sci-Fi, Comedy, Fantasy",Netflix,6.2,Marathi
Dharma Part 2 1,1990,TV Series,"Action, Sci-Fi",HBO Max,5.1,Telugu
Mauli Part 2 31,2025,Movie,Comedy,Hulu,0.0,Marathi
Preethi Forever 100,2023,TV Series,Crime,Disney+,8.3,Kannada
Preethi Part 2 68,2025,Movie,"Mystery, Fantasy",Planet Marathi,0.0,Kannada
Dost Part 1 18,2018,Movie,Thriller,MX Player,5.3,Hindi
Drishyam Origin 16,2004,Movie,History,SonyLIV,7.4,Malayalam
Shadow of Chronicles 12,1993,Movie,"Fantasy, Romance",Theatrical,6.0,English
Puli Returns 78,2020,Movie,"Action, Biography",Disney+,4.5,Tamil
Dharma Rebirth 64,2010,TV Series,"Sci-Fi, Action, Fantasy",Disney+,8.4,Telugu
Mauli Chronicles 49,2012,Movie,"Drama, Fantasy",Hulu,9.5,Marathi
Secret Returns 5,2007,Movie,"Horror, Comedy",Netflix,5.3,English
Jung Forever 30,2013,TV Series,"Romance, Comedy, Crime",Netflix,6.8,Hindi
Vikrama Legacy 19,1999,Movie,"Romance, Biography, Sci-Fi",Theatrical,4.4,Kannada
Vikrama Returns 87,2019,Movie,Thriller,Apple TV+,7.9,Kannada
Anbu Legacy 6,2003,TV Series,"Comedy, Fantasy",Disney+,5.5,Tamil
Beyond the Rebirth 100,1990,Movie,"Romance, History, Sci-Fi",Netflix,6.7,English
Vat Rebirth 36,2015,Movie,"Fantasy, History, Thriller",Theatrical,8.7,Marathi
Thalaiva Evolution 15,2003,TV Series,"Horror, Crime, Drama",Netflix,7.3,Tamil
Vikrama Legacy 43,2007,TV Series,Romance,Theatrical,4.8,Kannada
Raaz Chronicles 78,2013,TV Series,"Horror, Drama",Theatrical,4.6,Hindi
Vikram Part 2 97,2004,Movie,Sci-Fi,Theatrical,7.0,Telugu
Singam Chronicles 18,1991,TV Series,"Horror, Sci-Fi, Romance",Hulu,9.4,Tamil
The Last Returns 81,1997,Movie,"Action, Romance",Amazon Prime,6.5,English
KGF Chronicles 4,2022,Movie,Biography,Amazon Prime,5.4,Kannada
Aai Part 1 9,2017,Movie,Mystery,Apple TV+,6.6,Marathi
Premachi Origin 51,2017,Movie,Biography,HBO Max,5.6,Marathi
Kantara Origin 65,2017,Movie,Romance,Netflix,4.2,Kannada
Pranayam Story 14,2007,Movie,"Horror, History",Apple TV+,5.6,Malayalam
Ladhai Evolution 9,2023,Movie,"Action, Horror, Sci-Fi",Theatrical,8.4,Marathi
Beyond the Chronicles 79,2026,Movie,"Mystery, Action, Comedy",Amazon Prime,0.0,English
Nayak Story 54,1997,Movie,"Biography, Romance",Theatrical,4.1,Kannada
Yathra Forever 38,2026,Movie,"Comedy, Drama",Amazon Prime,0.0,Malayalam
Mauli Returns 22,2011,TV Series,"Comedy, Fantasy",MX Player,6.1,Marathi
Jung Part 2 64,2023,TV Series,"Mystery, Action",Amazon Prime,7.5,Hindi
Asuran Evolution 62,2026,TV Series,"Action, Horror",MX Player,0.0,Tamil
Drishyam Story 39,1995,Movie,"History, Crime",Hulu,5.5,Malayalam
Shadow of Returns 76,2004,TV Series,"Crime, Sci-Fi",HBO Max,7.7,English
Sankranthi Forever 62,2007,Movie,"Comedy, Action, Crime",Netflix,5.1,Telugu
Ammayum Evolution 57,2009,Movie,Crime,Amazon Prime,8.7,Malayalam
Katha Chronicles 95,1993,TV Series,Horror,Netflix,5.9,Malayalam
Pushpa Returns 62,2020,TV Series,"Drama, Mystery, Crime",Hulu,9.2,Telugu
Vikram Returns 89,2018,Movie,"Crime, Fantasy, Drama",MX Player,7.1,Telugu
Zindagi Part 1 95,2005,Movie,"Romance, History",Planet Marathi,7.7,Hindi
Anbu Story 75,2009,TV Series,Mystery,Planet Marathi,8.8,Tamil
Asuran Origin 29,2014,Movie,Crime,Planet Marathi,5.7,Tamil
War for Part 1 64,2021,TV Series,"Action, History",Hulu,5.8,English
Sankranthi Returns 65,2021,TV Series,"Sci-Fi, Action, Mystery",SonyLIV,9.4,Telugu
Yaara Evolution 15,2018,Movie,"Animation, Comedy, Sci-Fi",Planet Marathi,9.4,Hindi
Maitri Legacy 17,2000,TV Series,Horror,Apple TV+,5.7,Marathi
Nayakan Part 1 26,2020,Movie,Horror,HBO Max,6.2,Tamil
Nayakan Part 1 28,2023,TV Series,"Mystery, Romance, Sci-Fi",Netflix,6.3,Tamil
Kadhal Part 2 80,2013,TV Series,Mystery,Theatrical,4.5,Tamil
Yathra Story 84,1998,TV Series,Romance,Theatrical,4.7,Malayalam
Yathra Origin 16,2021,Movie,"Mystery, Horror",HBO Max,9.4,Malayalam
Achanum Part 1 10,2002,TV Series,"Drama, History, Romance",Apple TV+,7.8,Malayalam
Apna Returns 1,2009,Movie,"Animation, Thriller",Amazon Prime,6.7,Hindi
Thalaiva Part 2 55,1997,TV Series,Comedy,Amazon Prime,5.1,Tamil
War for Origin 19,1990,Movie,"Animation, Sci-Fi",Netflix,5.2,English
Ladhai Chronicles 78,2002,TV Series,Horror,Apple TV+,9.3,Marathi
Zindagi Part 2 68,2018,Movie,"Fantasy, Animation",Hulu,4.2,Hindi
Prema Part 2 48,2006,TV Series,"Romance, Thriller, Crime",SonyLIV,9.3,Telugu
Simham Part 2 38,2016,Movie,"Mystery, Horror",HBO Max,8.7,Telugu
Apna Part 1 50,1993,TV Series,"Fantasy, Biography",HBO Max,7.8,Hindi
Ammayum Rebirth 42,1994,Movie,"Comedy, Animation",Disney+,5.3,Malayalam
Zindagi Rebirth 98,1994,TV Series,Biography,Theatrical,4.3,Hindi
Shadow of Returns 55,2021,Movie,"History, Biography, Comedy",HBO Max,4.7,English
Yuddham Story 17,1996,TV Series,"Mystery, Fantasy",Planet Marathi,9.4,Telugu
Prem Rebirth 22,2003,Movie,Animation,Netflix,9.1,Hindi
KGF Forever 20,1992,TV Series,"Fantasy, Sci-Fi",Theatrical,5.0,Kannada
Pranayam Forever 13,2017,TV Series,"Mystery, Sci-Fi",MX Player,4.6,Malayalam
Preethi Chronicles 12,2013,TV Series,Biography,Theatrical,8.8,Kannada
Yuddha Part 2 12,1998,TV Series,"Fantasy, Thriller",Amazon Prime,5.6,Kannada
Katha Story 59,2000,TV Series,Fantasy,Theatrical,5.9,Malayalam
Veeram Forever 29,1999,TV Series,"Biography, Fantasy",HBO Max,9.0,Tamil
